tweet_id,user_id
1381950700037545988,1328326767954817030
1381950683117617152,1062325562
1381623331846303744,5695632
1381623331846303744,87624432
1381623331846303744,1613648400
1381950626364526598,818776034271174657
1381950626364526598,2815613005
1381950626364526598,321633743
1381950626364526598,104863726
1381950626364526598,1546668799
1381950626364526598,636305734
1381950584874397704,1299768651734609921
1381623331846303744,5695632
1381623331846303744,87624432
1381623331846303744,1613648400
1381950560115523588,20994782
1381950496722857987,24760405
1381950496483725315,335486592
1381950412878540803,32283096
1381950412878540803,728643474224984064
1381950412878540803,139173680
1381950412878540803,2860928254
1380776387619999744,612845025
1380776387619999744,1360527271271030785
1381912615467810820,42379703
1381912615467810820,1175395615733374981
1381950256141770752,235787733
1381950221832368134,247007903
1381950221341630469,1248019202402922496
1381950221341630469,1526105311
1381950216480374784,254463146
1381950204115574784,793556966
1381943805327343618,758274085315047424
1381950155230900227,64355807
1381950145797967875,2265270804
1381950138621513736,21095822
1381950101912838146,1245090987505938433
1381950090311577605,2148655453
1381950090311577605,336445332
1381950090311577605,88956904
1381950083973976070,1094713876132872192
1381950059755937799,1017136636600123392
1381950046409740289,1327789177891536896
1381950046409740289,1194695754293665792
1381950035257028611,1154184084
1381950035257028611,36712233
1381949966348910592,83669132
1381664136300523524,80607068
1381949864859295746,1263738578
1381949864859295746,958445729458147328
1381949802439708679,1377806448734957568
1381949785826021376,2457941176
1381949687998087172,25586774
1381949687998087172,907974471763550208
1381949687998087172,1175129866250809344
1381949687998087172,17230018
1381949687998087172,24174137
1381949687998087172,1005340637020016640
1381949671246028801,98198094
1381949671246028801,160926944
1381949671246028801,837761590539726848
1381685558695563266,423898279
1381685558695563266,27695188
1381949603625512962,1167033129049239552
1381949594532147200,105909196
1381949594532147200,29991832
1381949594532147200,23018333
1381949594532147200,431882915
1381949557194563587,1374836864977342470
1381949523258396677,1319363857148764160
1381949498725961731,1347202426512707584
1381949496788127745,4861931786
1381949496788127745,4861931786
1381949492484657154,875118728
1381949492484657154,101156870
1381949492484657154,57888895
1381949492367400973,1240496510200152069
1381949492367400973,2233154425
1381949466186502148,728149004710633472
1381949447316324359,990606661441196032
1381949447316324359,21681828
1381949432686579714,1264623331342508033
1381949378278133763,435697299
1381708813347254272,14335586
1381949354873868300,23483816
1381949331075440642,1335902539032752130
1381949311009886215,4081106480
1381949297374027786,895854672400883713
1381949297374027786,1031980972793884672
1381949288226430977,1058018335
1381949288226430977,905559760631627776
1381949254428672003,189619726
1381949254428672003,939231415601913856
1381949254428672003,489543493
1381949161294159879,277985183
1381949058554683394,585692955
1381949042062729218,65043813
1381949036387651586,19684632
1381937589142216705,3222534361
1381948934738878464,1277730312244662272
1339925291607703553,1197338760
1381948916317442052,1280684158147330048
1381944062824054788,196756414
1381888763006160898,15143478
1381948742937497604,857960430328852480
1381948742937497604,1326270907644583948
1381948742937497604,264248576
1381948742937497604,2936714848
1381702325719326721,167281867
1381943569963868160,16242009
1381948693520211969,1231638132891832320
1381859737969381379,900134930105065473
1381948665154179072,880378112617451520
1381948614386331653,2880155813
1381619255234473990,59142515
1381948593381203975,275790333
1381948570706776070,1373909863877771267
1381943805327343618,758274085315047424
1381948524930142211,904269543010435072
1381925162765934595,509962767
1381948464809005058,1216730965554401280
1381948464809005058,618379349
1381948464809005058,1333082926465036288
1381948457104109571,787718347861274625
1381660559360294915,1245794619515944960
1381948367761252357,1324135692750987266
1381948367761252357,1096205507348623360
1381948288841158656,27002023
1381948254930210823,1917731
1381948226736164866,63302020
1381948220620730369,1276561066722357248
1381948213272383492,1574747894
1381943805327343618,758274085315047424
